NAME	DESCRIPTION
NEUROD2	ENSG00000171532
AC018362.3	ENSG00000285942
LYG1	ENSG00000144214
MGAM	ENSG00000257335
DDO	ENSG00000203797
USP17L7	ENSG00000226430
PDZRN4	ENSG00000165966
GLIS1	ENSG00000174332
THAP10	ENSG00000129028
DEPDC7	ENSG00000121690
GOLGA8J	ENSG00000179938
AC011462.1	ENSG00000255730
C14orf180	ENSG00000184601
RNF175	ENSG00000145428
SMIM34B	ENSG00000278961
GDPD2	ENSG00000130055
ZNF404	ENSG00000176222
GLS2	ENSG00000135423
PCSK1	ENSG00000175426
IZUMO4	ENSG00000099840
ZNF781	ENSG00000196381
VSIG10L2	ENSG00000283703
NPHP3-ACAD11	ENSG00000274810
FXYD1	ENSG00000266964
FAM81A	ENSG00000157470
FAM155B	ENSG00000130054
PLA1A	ENSG00000144837
CYP24A1	ENSG00000019186
AGTR1	ENSG00000144891
SH3GL3	ENSG00000140600
C1orf53	ENSG00000203724
GUCY2D	ENSG00000132518
SPINK8	ENSG00000229453
RBM11	ENSG00000185272
XCR1	ENSG00000173578
PTGER2	ENSG00000125384
ELOVL3	ENSG00000119915
TSPYL6	ENSG00000178021
SIGLEC6	ENSG00000105492
RAB19	ENSG00000146955
PTPRN	ENSG00000054356
HOXA9	ENSG00000078399
CCDC153	ENSG00000248712
C16orf86	ENSG00000159761
BRINP1	ENSG00000078725
ZNF648	ENSG00000179930
DISP3	ENSG00000204624
CYP4F11	ENSG00000171903
TTC23L	ENSG00000205838
CATSPERE	ENSG00000179397
CD8B2	ENSG00000254126
COL25A1	ENSG00000188517
FCRLA	ENSG00000132185
PATE4	ENSG00000237353
SCARA5	ENSG00000168079
PIH1D2	ENSG00000150773
RAB6C	ENSG00000222014
CFAP53	ENSG00000172361
AC090360.1	ENSG00000267127
TUNAR	ENSG00000250366
TSACC	ENSG00000163467
SLC22A11	ENSG00000168065
MMP10	ENSG00000166670
ACSM2B	ENSG00000066813
IL23R	ENSG00000162594
SHLD3	ENSG00000253251
CTF1	ENSG00000150281
DMRTA1	ENSG00000176399
FLT3	ENSG00000122025
C2CD6	ENSG00000155754
PKD2L1	ENSG00000107593
IL18RAP	ENSG00000115607
CCR10	ENSG00000184451
HNF4G	ENSG00000164749
AC006030.1	ENSG00000264324
GK3P	ENSG00000229894
GNRH1	ENSG00000147437
BEST3	ENSG00000127325
PCDHA2	ENSG00000204969
KCNG2	ENSG00000178342
QRFP	ENSG00000188710
SCN1A	ENSG00000144285
COL2A1	ENSG00000139219
FAM177B	ENSG00000197520
CYSLTR2	ENSG00000152207
TUBB4A	ENSG00000104833
AC024592.3	ENSG00000267740
SYNJ2BP-COX16	ENSG00000258644
ETNPPL	ENSG00000164089
DPF3	ENSG00000205683
HEATR9	ENSG00000270379
OR2AG1	ENSG00000279486
TNFRSF8	ENSG00000120949
CPNE4	ENSG00000196353
PRH2	ENSG00000134551
AC131097.2	ENSG00000216921
CNTF	ENSG00000242689
SYCE1	ENSG00000171772
PROC	ENSG00000115718
C17orf100	ENSG00000256806
IGDCC3	ENSG00000174498
ANKRD34A	ENSG00000272031
SLC22A1	ENSG00000175003
LRRC73	ENSG00000204052
LINC00843	ENSG00000178440
CFAP206	ENSG00000272514
HSPB2	ENSG00000170276
ANKRD35	ENSG00000198483
CBLN2	ENSG00000141668
TRAPPC3L	ENSG00000173626
ASB9	ENSG00000102048
CFTR	ENSG00000001626
DLGAP2	ENSG00000198010
LHX1	ENSG00000273706
BRDT	ENSG00000137948
C3orf49	ENSG00000163632
AL451062.3	ENSG00000284989
PKNOX2	ENSG00000165495
C1QTNF12	ENSG00000184163
ARHGDIG	ENSG00000242173
TAS2R19	ENSG00000212124
VWA5B2	ENSG00000145198
UCN	ENSG00000163794
SAXO1	ENSG00000155875
FKBP1B	ENSG00000119782
INHBE	ENSG00000139269
CTAGE15	ENSG00000271079
SLC4A4	ENSG00000080493
ASIC2	ENSG00000108684
PRSS51	ENSG00000253649
EBI3	ENSG00000105246
NETO1	ENSG00000166342
FOXL1	ENSG00000176678
SLC38A4	ENSG00000139209
CHAC2	ENSG00000143942
NEURL3	ENSG00000163121
MYO16	ENSG00000041515
GPR63	ENSG00000112218
GFRAL	ENSG00000187871
AC034102.2	ENSG00000257411
TMCC2	ENSG00000133069
PRIMA1	ENSG00000175785
GZMM	ENSG00000197540
TBC1D3C	ENSG00000278299
NIPAL4	ENSG00000172548
TEX11	ENSG00000120498
WDR88	ENSG00000166359
GRIA4	ENSG00000152578
CRHR1	ENSG00000120088
AGMO	ENSG00000187546
BEX1	ENSG00000133169
PCP2	ENSG00000174788
NIPSNAP3B	ENSG00000165028
HPSE2	ENSG00000172987
EFCAB8	ENSG00000215529
MAP7D2	ENSG00000184368
C1orf127	ENSG00000175262
DOK5	ENSG00000101134
HCN2	ENSG00000099822
SERP2	ENSG00000151778
FAM243B	ENSG00000277277
AMN	ENSG00000166126
PHACTR3	ENSG00000087495
GPR143	ENSG00000101850
AC003002.2	ENSG00000268533
AL031315.1	ENSG00000285733
GLRA1	ENSG00000145888
ELOVL4	ENSG00000118402
NBPF6	ENSG00000186086
PRRT1	ENSG00000204314
AL160269.1	ENSG00000285269
DNAJC28	ENSG00000177692
UMODL1	ENSG00000177398
RAMACL	ENSG00000235272
CRB2	ENSG00000148204
VIT	ENSG00000205221
ADH1C	ENSG00000248144
DPF1	ENSG00000011332
GJC3	ENSG00000176402
SERPINE3	ENSG00000253309
AL645922.1	ENSG00000244255
MAGEL2	ENSG00000254585
KIF19	ENSG00000196169
CACNA1B	ENSG00000148408
BHLHE22	ENSG00000180828
HSPA1L	ENSG00000204390
MAGEB10	ENSG00000177689
ARMC3	ENSG00000165309
SH2D6	ENSG00000152292
MOGAT1	ENSG00000124003
ZMYND12	ENSG00000066185
KIF17	ENSG00000117245
ANKUB1	ENSG00000206199
PIWIL3	ENSG00000184571
SPANXB1	ENSG00000227234
LRIT3	ENSG00000183423
SPATA46	ENSG00000171722
TDGF1	ENSG00000241186
ITIH3	ENSG00000162267
SPATA1	ENSG00000122432
GZMH	ENSG00000100450
AC120057.2	ENSG00000262526
OR4P4	ENSG00000181927
BTC	ENSG00000174808
F10	ENSG00000126218
AURKC	ENSG00000105146
UQCRHL	ENSG00000233954
NPIPA8	ENSG00000214940
CLEC18B	ENSG00000140839
BGLAP	ENSG00000242252
CRLF2	ENSG00000205755
AC090517.4	ENSG00000285253
KLK6	ENSG00000167755
KCNN2	ENSG00000080709
LTK	ENSG00000062524
FMN2	ENSG00000155816
VWA3B	ENSG00000168658
VNN1	ENSG00000112299
NPTX2	ENSG00000106236
MRLN	ENSG00000227877
BEX5	ENSG00000184515
OSM	ENSG00000099985
GALNT9	ENSG00000182870
SPTA1	ENSG00000163554
GAGE12F	ENSG00000236362
DTHD1	ENSG00000197057
ANKRD18B	ENSG00000230453
KCNV2	ENSG00000168263
MDH1B	ENSG00000138400
ANO5	ENSG00000171714
PPP4R4	ENSG00000119698
CLEC4E	ENSG00000166523
NDP	ENSG00000124479
TNNT3	ENSG00000130595
MAGEA12	ENSG00000213401
AC008073.3	ENSG00000276087
NAALAD2	ENSG00000077616
BMP2	ENSG00000125845
AC092042.3	ENSG00000273291
AC010422.3	ENSG00000269242
AC010616.1	ENSG00000268041
EFHC2	ENSG00000183690
ANXA8L1	ENSG00000264230
MPZ	ENSG00000158887
ASB4	ENSG00000005981
MYLK4	ENSG00000145949
CSPG5	ENSG00000114646
FAM72B	ENSG00000188610
PIANP	ENSG00000139200
OR4D1	ENSG00000141194
EYA4	ENSG00000112319
CXorf57	ENSG00000147231
TMPRSS11D	ENSG00000153802
SYCE2	ENSG00000161860
PRICKLE4	ENSG00000278224
AC007906.2	ENSG00000277639
NT5C1B	ENSG00000185013
NUDT7	ENSG00000140876
WNT10B	ENSG00000169884
TRAM1L1	ENSG00000174599
SNTG2	ENSG00000172554
TACR2	ENSG00000075073
GJC2	ENSG00000198835
AC006978.2	ENSG00000281593
CABP1	ENSG00000157782
ODF3	ENSG00000177947
TMEM246	ENSG00000165152
CYP3A7	ENSG00000160870
ASZ1	ENSG00000154438
RFESD	ENSG00000175449
ARHGAP11B	ENSG00000285077
IQUB	ENSG00000164675
CUZD1	ENSG00000138161
RUNDC3B	ENSG00000105784
DSC1	ENSG00000134765
ADGRE1	ENSG00000174837
TMEM232	ENSG00000186952
SNTG1	ENSG00000147481
PRSS2	ENSG00000275896
SMIM6	ENSG00000259120
TMEM100	ENSG00000166292
NUP210L	ENSG00000143552
OR51E1	ENSG00000180785
BPIFA1	ENSG00000198183
BDKRB1	ENSG00000100739
FAM71F1	ENSG00000135248
KCNK13	ENSG00000152315
HLA-G	ENSG00000204632
ATP2B2	ENSG00000157087
BLACAT1	ENSG00000281406
RAG1	ENSG00000166349
SHCBP1L	ENSG00000157060
PXDNL	ENSG00000147485
GNGT2	ENSG00000167083
FOXQ1	ENSG00000164379
CCDC87	ENSG00000182791
OVCH1	ENSG00000187950
ANKDD1B	ENSG00000189045
OPRK1	ENSG00000082556
ITIH2	ENSG00000151655
UTY	ENSG00000183878
CACNA1F	ENSG00000102001
OR4F15	ENSG00000182854
DHH	ENSG00000139549
UGT2B4	ENSG00000156096
PLA2G10	ENSG00000069764
CADM2	ENSG00000175161
SERPINA11	ENSG00000186910
PNMA3	ENSG00000183837
ULBP3	ENSG00000131019
CCDC187	ENSG00000260220
RNF133	ENSG00000188050
ARSE	ENSG00000157399
MTFR2	ENSG00000146410
TH	ENSG00000180176
THPO	ENSG00000090534
KCNA1	ENSG00000111262
AC025287.4	ENSG00000284484
RNF224	ENSG00000233198
LRRC55	ENSG00000183908
STMN2	ENSG00000104435
AMBP	ENSG00000106927
PRR4	ENSG00000111215
XIRP1	ENSG00000168334
FHL5	ENSG00000112214
NRXN1	ENSG00000179915
ADCYAP1	ENSG00000141433
ASPDH	ENSG00000204653
HOXA7	ENSG00000122592
LRRC24	ENSG00000254402
DAPL1	ENSG00000163331
PLG	ENSG00000122194
FAM71C	ENSG00000180219
DLX1	ENSG00000144355
CPA6	ENSG00000165078
EMX2	ENSG00000170370
FAM181B	ENSG00000182103
AL359736.1	ENSG00000273167
RPGRIP1	ENSG00000092200
TCHH	ENSG00000159450
ANGPTL6	ENSG00000130812
GJA9	ENSG00000131233
PTGFR	ENSG00000122420
GRM2	ENSG00000164082
STPG4	ENSG00000239605
SORCS1	ENSG00000108018
TP53AIP1	ENSG00000120471
PLAG1	ENSG00000181690
AC008758.6	ENSG00000269755
NKX3-2	ENSG00000109705
DLX4	ENSG00000108813
PKDREJ	ENSG00000130943
ANKFN1	ENSG00000153930
RNF148	ENSG00000235631
P2RY14	ENSG00000174944
DUX4	ENSG00000260596
SLC7A10	ENSG00000130876
SLC35G6	ENSG00000259224
DCC	ENSG00000187323
SLC16A9	ENSG00000165449
UGT1A7	ENSG00000244122
ZNF732	ENSG00000186777
C22orf23	ENSG00000128346
HSPB9	ENSG00000260325
ICAM5	ENSG00000105376
STPG3	ENSG00000197768
AC067968.1	ENSG00000267022
CD244	ENSG00000122223
TNFRSF10C	ENSG00000173535
HAL	ENSG00000084110
PTGS2	ENSG00000073756
NOXRED1	ENSG00000165555
SPDYE21P	ENSG00000230358
COLGALT2	ENSG00000198756
IGSF11	ENSG00000144847
SOWAHD	ENSG00000187808
ACTRT3	ENSG00000184378
KPNA7	ENSG00000185467
LDHAL6A	ENSG00000166800
UGT2B15	ENSG00000196620
XAGE2	ENSG00000155622
CHRNE	ENSG00000108556
SOX2	ENSG00000181449
ALK	ENSG00000171094
ATP5MGL	ENSG00000249222
SLC13A2	ENSG00000007216
TNFSF12-TNFSF13	ENSG00000248871
MDGA2	ENSG00000139915
CCDC89	ENSG00000179071
DES	ENSG00000175084
MLC1	ENSG00000100427
HCN4	ENSG00000138622
CFAP61	ENSG00000089101
C19orf67	ENSG00000188032
DNAJB13	ENSG00000187726
OBP2A	ENSG00000122136
CHRNA1	ENSG00000138435
GAS2	ENSG00000148935
ANKRD20A4	ENSG00000172014
REM1	ENSG00000088320
KRTAP5-1	ENSG00000205869
PFKFB1	ENSG00000158571
AP002748.4	ENSG00000256349
LIMS3-LOC440895	ENSG00000284337
FAM71E1	ENSG00000142530
HPGDS	ENSG00000163106
IGFL3	ENSG00000188624
SLC6A12	ENSG00000111181
GUCA1B	ENSG00000112599
HOXA4	ENSG00000197576
DPP10	ENSG00000175497
CD300LB	ENSG00000178789
SLC46A2	ENSG00000119457
PNMA6A	ENSG00000235961
RDM1	ENSG00000278023
ZIC4	ENSG00000174963
GPR171	ENSG00000174946
GCM1	ENSG00000137270
MTMR8	ENSG00000102043
SLC17A7	ENSG00000104888
KLK5	ENSG00000167754
ATP5MF-PTCD1	ENSG00000248919
VGF	ENSG00000128564
SCG2	ENSG00000171951
ZIC2	ENSG00000043355
SLC38A11	ENSG00000169507
SERPINB10	ENSG00000242550
TPSG1	ENSG00000116176
ZMAT4	ENSG00000165061
OR8B8	ENSG00000197125
SPAG8	ENSG00000137098
FCN3	ENSG00000142748
TAF1L	ENSG00000122728
ACADL	ENSG00000115361
CHRNA6	ENSG00000147434
HABP2	ENSG00000148702
CST9	ENSG00000173335
PSAPL1	ENSG00000178597
THEM5	ENSG00000196407
CDH20	ENSG00000101542
CACNA2D3	ENSG00000157445
NPFFR2	ENSG00000056291
DLX5	ENSG00000105880
TTLL6	ENSG00000170703
HHLA2	ENSG00000114455
C22orf15	ENSG00000169314
SPACA4	ENSG00000177202
TREML1	ENSG00000161911
TTLL13P	ENSG00000213471
FCRLB	ENSG00000162746
C4orf47	ENSG00000205129
IL22RA2	ENSG00000164485
AKNAD1	ENSG00000162641
DPEP1	ENSG00000015413
FOXN1	ENSG00000109101
HTR7	ENSG00000148680
SCN2B	ENSG00000149575
SULT4A1	ENSG00000130540
HOXA6	ENSG00000106006
TRHDE	ENSG00000072657
IL17D	ENSG00000172458
EIF5AL1	ENSG00000253626
LY6D	ENSG00000167656
MESP2	ENSG00000188095
SLC7A9	ENSG00000021488
PRSS48	ENSG00000189099
BTLA	ENSG00000186265
C19orf38	ENSG00000214212
TTPA	ENSG00000137561
LIX1	ENSG00000145721
PMFBP1	ENSG00000118557
TMEM52	ENSG00000178821
ADCY10	ENSG00000143199
GIMAP1-GIMAP5	ENSG00000281887
CCDC151	ENSG00000198003
GABRR2	ENSG00000111886
FRMPD2	ENSG00000170324
NTF3	ENSG00000185652
KY	ENSG00000174611
TNNI2	ENSG00000130598
TNFRSF6B	ENSG00000243509
IRGM	ENSG00000237693
GOLGA8H	ENSG00000261794
CCNB3	ENSG00000147082
SMIM10	ENSG00000184785
PRAP1	ENSG00000165828
RGS13	ENSG00000127074
DKK2	ENSG00000155011
XK	ENSG00000047597
LRRN4	ENSG00000125872
USP9Y	ENSG00000114374
PAPPA2	ENSG00000116183
B3GAT2	ENSG00000112309
NLGN4Y	ENSG00000165246
GREM2	ENSG00000180875
SLC5A4	ENSG00000100191
TLR9	ENSG00000239732
LILRA1	ENSG00000104974
CCDC60	ENSG00000183273
FOXJ1	ENSG00000129654
KLRB1	ENSG00000111796
ACSM1	ENSG00000166743
KLK8	ENSG00000129455
GOLGA6L6	ENSG00000277322
OR8H1	ENSG00000181693
JSRP1	ENSG00000167476
PRSS1	ENSG00000204983
GJD3	ENSG00000183153
PGA3	ENSG00000229859
RBM44	ENSG00000177483
ADGRF4	ENSG00000153294
DMBX1	ENSG00000197587
HAVCR1	ENSG00000113249
TCP10L	ENSG00000242220
LRRC4B	ENSG00000131409
RAB39A	ENSG00000179331
AC097637.1	ENSG00000173366
DCST1	ENSG00000163357
SPEF1	ENSG00000101222
KL	ENSG00000133116
ADAM21	ENSG00000139985
GPR85	ENSG00000164604
SIRT4	ENSG00000089163
ELOA2	ENSG00000206181
CST2	ENSG00000170369
A1CF	ENSG00000148584
AL928654.3	ENSG00000257341
HOXD10	ENSG00000128710
IGFALS	ENSG00000099769
ASPRV1	ENSG00000244617
PSG5	ENSG00000204941
GGTLC2	ENSG00000100121
PDZD9	ENSG00000155714
ZNF728	ENSG00000269067
AC131160.1	ENSG00000283765
NTRK1	ENSG00000198400
RAB9B	ENSG00000123570
VNN3	ENSG00000093134
CLEC17A	ENSG00000187912
COX4I2	ENSG00000131055
TMEM272	ENSG00000281106
PPAN-P2RY11	ENSG00000243207
MRAP	ENSG00000170262
KIF5A	ENSG00000155980
TMEM240	ENSG00000205090
OR5H1	ENSG00000231192
CATSPER3	ENSG00000152705
NHLRC4	ENSG00000257108
TEKT4	ENSG00000163060
SMIM10L2B	ENSG00000196972
CHRNA3	ENSG00000080644
CDH17	ENSG00000079112
SNAP25	ENSG00000132639
PRSS21	ENSG00000007038
KCNS1	ENSG00000124134
INHA	ENSG00000123999
INSRR	ENSG00000027644
ENO4	ENSG00000188316
SYT9	ENSG00000170743
FOXC2	ENSG00000176692
BHLHA15	ENSG00000180535
SLC8A2	ENSG00000118160
TMEM221	ENSG00000188051
P2RY4	ENSG00000186912
SLC30A3	ENSG00000115194
CCDC160	ENSG00000203952
COCH	ENSG00000100473
CFAP99	ENSG00000206113
TMEM239	ENSG00000198326
ADAM29	ENSG00000168594
ITPRID1	ENSG00000180347
SYPL2	ENSG00000143028
RPL17-C18orf32	ENSG00000215472
DIRAS3	ENSG00000162595
HOXB1	ENSG00000120094
VWA3A	ENSG00000175267
MADCAM1	ENSG00000099866
MTRNR2L3	ENSG00000256222
CSAG3	ENSG00000268916
SYCP1	ENSG00000198765
TAS2R20	ENSG00000255837
FAM183A	ENSG00000186973
GOLGA8Q	ENSG00000178115
CR2	ENSG00000117322
EFCAB10	ENSG00000185055
PADI1	ENSG00000142623
AC011511.1	ENSG00000167807
HOXB8	ENSG00000120068
BMP5	ENSG00000112175
GABRB2	ENSG00000145864
PHYHIP	ENSG00000168490
DPP6	ENSG00000130226
COL20A1	ENSG00000101203
MCTS2P	ENSG00000101898
CRYGN	ENSG00000127377
SPINK5	ENSG00000133710
CFAP47	ENSG00000165164
EMILIN3	ENSG00000183798
EXOC3L4	ENSG00000205436
FOXD1	ENSG00000251493
SCG3	ENSG00000104112
ADH1A	ENSG00000187758
C6	ENSG00000039537
SCTR	ENSG00000080293
FAM24B	ENSG00000213185
DYDC2	ENSG00000133665
AC096887.1	ENSG00000272305
C9orf43	ENSG00000157653
SMIM35	ENSG00000255274
ANKRD20A1	ENSG00000260691
UCN3	ENSG00000178473
FXYD2	ENSG00000137731
FTCD	ENSG00000160282
GAD1	ENSG00000128683
ZP2	ENSG00000103310
GJB3	ENSG00000188910
HRCT1	ENSG00000196196
ETV2	ENSG00000105672
ST8SIA2	ENSG00000140557
STAP1	ENSG00000035720
KCNJ9	ENSG00000162728
MTRNR2L8	ENSG00000255823
CCDC39	ENSG00000284862
TCEAL7	ENSG00000182916
AC079447.1	ENSG00000241962
GPR87	ENSG00000138271
TMEM88	ENSG00000167874
FZD10	ENSG00000111432
DDX43	ENSG00000080007
CLECL1	ENSG00000184293
CEND1	ENSG00000184524
PLA2G3	ENSG00000100078
TNFSF9	ENSG00000125657
CLDN2	ENSG00000165376
RFX6	ENSG00000185002
LDHAL6B	ENSG00000171989
MCIDAS	ENSG00000234602
VSTM5	ENSG00000214376
GLYATL1B	ENSG00000255151
PABPC5	ENSG00000174740
RD3	ENSG00000198570
ADGRG7	ENSG00000144820
CCDC181	ENSG00000117477
GRIN3B	ENSG00000116032
SAMD13	ENSG00000203943
FABP6	ENSG00000170231
MYRFL	ENSG00000166268
CPNE6	ENSG00000100884
AC119674.2	ENSG00000284686
EPS8L3	ENSG00000198758
HTR1D	ENSG00000179546
SYN1	ENSG00000008056
AC020915.5	ENSG00000283515
DUSP9	ENSG00000130829
C12orf56	ENSG00000185306
TNFRSF17	ENSG00000048462
SPATA25	ENSG00000149634
CLCNKA	ENSG00000186510
CNGB1	ENSG00000070729
CD40LG	ENSG00000102245
TMEM121B	ENSG00000183307
RGS9BP	ENSG00000186326
HIST1H1T	ENSG00000187475
AVPR2	ENSG00000126895
FAM187A	ENSG00000214447
CELF5	ENSG00000161082
RHEBL1	ENSG00000167550
KLHL41	ENSG00000239474
LRRC70	ENSG00000186105
CUX2	ENSG00000111249
GNMT	ENSG00000124713
ENAM	ENSG00000132464
RAB3C	ENSG00000152932
METTL24	ENSG00000053328
RIMBP2	ENSG00000060709
PITX2	ENSG00000164093
SLC45A1	ENSG00000162426
CLDN9	ENSG00000213937
FAM240B	ENSG00000283329
CERS1	ENSG00000223802
KCNIP4	ENSG00000185774
TAS2R13	ENSG00000212128
INSC	ENSG00000188487
CA3	ENSG00000164879
FAM153B	ENSG00000182230
CARD18	ENSG00000255501
OTOF	ENSG00000115155
SAPCD1	ENSG00000228727
NME8	ENSG00000086288
TBC1D3	ENSG00000274611
HCAR3	ENSG00000255398
TEX45	ENSG00000198723
HYAL4	ENSG00000106302
CRHR2	ENSG00000106113
Z82206.1	ENSG00000225528
PPP1R27	ENSG00000182676
RHOXF2	ENSG00000131721
CCDC38	ENSG00000165972
MAGEA2	ENSG00000268606
PSG4	ENSG00000243137
AC091167.2	ENSG00000261147
CD177	ENSG00000204936
G6PC	ENSG00000131482
AMIGO3	ENSG00000176020
RBP2	ENSG00000114113
C13orf42	ENSG00000226792
AL133353.2	ENSG00000285932
ST6GALNAC1	ENSG00000070526
APOF	ENSG00000175336
POMC	ENSG00000115138
PLD5	ENSG00000180287
NPAS1	ENSG00000130751
LRRC43	ENSG00000158113
AC005520.1	ENSG00000258653
ECEL1	ENSG00000171551
TSNAX-DISC1	ENSG00000270106
CCDC110	ENSG00000168491
AD000671.2	ENSG00000267120
DMRT2	ENSG00000173253
GNGT1	ENSG00000127928
TNFRSF13B	ENSG00000240505
ESRRB	ENSG00000119715
SLC47A2	ENSG00000180638
TMEM210	ENSG00000185863
KRTAP5-11	ENSG00000204571
CDNF	ENSG00000185267
SENP3-EIF4A1	ENSG00000277957
TMEM191B	ENSG00000278558
JPH4	ENSG00000092051
ENDOU	ENSG00000111405
CASQ2	ENSG00000118729
OR4K13	ENSG00000176253
ANGPTL8	ENSG00000130173
CCDC68	ENSG00000166510
GPR84	ENSG00000139572
C2orf40	ENSG00000119147
OTOG	ENSG00000188162
OR6B1	ENSG00000221813
LINGO4	ENSG00000213171
NLRP8	ENSG00000179709
HOXA2	ENSG00000105996
AC004076.1	ENSG00000268163
MPL	ENSG00000117400
FAM72D	ENSG00000215784
RPH3A	ENSG00000089169
NRTN	ENSG00000171119
UBQLNL	ENSG00000175518
RGS20	ENSG00000147509
SLC4A10	ENSG00000144290
CTSG	ENSG00000100448
PNPLA1	ENSG00000180316
PPBP	ENSG00000163736
CAPN11	ENSG00000137225
ASIC4	ENSG00000072182
GAGE12H	ENSG00000224902
APOBEC2	ENSG00000124701
FOXD4L1	ENSG00000184492
RANBP3L	ENSG00000164188
GLTPD2	ENSG00000182327
ERC2	ENSG00000187672
S1PR5	ENSG00000180739
C9orf50	ENSG00000179058
GOLGA8O	ENSG00000206127
LVRN	ENSG00000172901
SLC25A48	ENSG00000145832
AKAP3	ENSG00000111254
ARSF	ENSG00000062096
KRT38	ENSG00000171360
DIO3	ENSG00000197406
AL669918.1	ENSG00000250264
EIF2S3B	ENSG00000180574
EPGN	ENSG00000182585
NPC1L1	ENSG00000015520
ACTA1	ENSG00000143632
DUSP15	ENSG00000149599
CCDC13	ENSG00000244607
AL034430.1	ENSG00000285508
AL136531.2	ENSG00000274322
KCNH6	ENSG00000173826
OR10AD1	ENSG00000172640
FGFBP1	ENSG00000137440
GJB5	ENSG00000189280
AC087289.3	ENSG00000267426
PON1	ENSG00000005421
PPM1N	ENSG00000213889
NTNG1	ENSG00000162631
DBH	ENSG00000123454
SCEL	ENSG00000136155
RAB33A	ENSG00000134594
OPRM1	ENSG00000112038
PLSCR2	ENSG00000163746
GNG3	ENSG00000162188
TPSD1	ENSG00000095917
NUDT11	ENSG00000196368
CLEC4F	ENSG00000152672
AC105052.1	ENSG00000205236
RSPO1	ENSG00000169218
KCTD4	ENSG00000180332
CASC1	ENSG00000118307
AC068533.4	ENSG00000249319
AL049839.2	ENSG00000273259
TMED6	ENSG00000157315
MAG	ENSG00000105695
LGALS9C	ENSG00000171916
PRRT4	ENSG00000224940
DDIT4L	ENSG00000145358
GCSAML	ENSG00000169224
KLHL38	ENSG00000175946
IL12A	ENSG00000168811
TERT	ENSG00000164362
AC243967.1	ENSG00000267881
APOBEC3H	ENSG00000100298
DMP1	ENSG00000152592
GPR19	ENSG00000183150
C1QL3	ENSG00000165985
CSAG1	ENSG00000198930
UGT1A4	ENSG00000244474
SPDYC	ENSG00000204710
C4orf36	ENSG00000163633
SRD5A2	ENSG00000277893
FAM216B	ENSG00000179813
OTOGL	ENSG00000165899
HOXB9	ENSG00000170689
CYP2F1	ENSG00000197446
ACMSD	ENSG00000153086
LRRC39	ENSG00000122477
SFTA2	ENSG00000196260
UGT2B7	ENSG00000171234
KISS1R	ENSG00000116014
FGF18	ENSG00000156427
OR51B5	ENSG00000167355
SLC26A5	ENSG00000170615
GFRA2	ENSG00000168546
CD1C	ENSG00000158481
SYT14	ENSG00000143469
OR10A6	ENSG00000279000
SEBOX	ENSG00000274529
WDR49	ENSG00000174776
AC093155.3	ENSG00000267561
CBLN4	ENSG00000054803
TMEM56-RWDD3	ENSG00000271092
LIPT2	ENSG00000175536
AC009879.3	ENSG00000285791
EPHX4	ENSG00000172031
AC005943.1	ENSG00000267059
LY6H	ENSG00000176956
AL589666.1	ENSG00000271793
DIABLO	ENSG00000284934
AC005833.1	ENSG00000255639
MYOM2	ENSG00000036448
SLC27A6	ENSG00000113396
CLEC18C	ENSG00000157335
LRRC7	ENSG00000033122
TM4SF20	ENSG00000168955
PKD1L3	ENSG00000277481
C3orf20	ENSG00000131379
C20orf203	ENSG00000198547
DRICH1	ENSG00000189269
CRYBA1	ENSG00000108255
HPR	ENSG00000261701
CH25H	ENSG00000138135
XKRX	ENSG00000182489
TEKT3	ENSG00000125409
AMTN	ENSG00000187689
ZPBP2	ENSG00000186075
AL138752.2	ENSG00000255872
KCNH8	ENSG00000183960
SLC10A6	ENSG00000145283
BDNF	ENSG00000176697
OR2V1	ENSG00000185372
RAET1L	ENSG00000155918
RNF112	ENSG00000128482
NKX1-2	ENSG00000229544
LRRC18	ENSG00000165383
ADRA1B	ENSG00000170214
HRC	ENSG00000130528
DEUP1	ENSG00000165325
CCDC173	ENSG00000154479
SPATA32	ENSG00000184361
FBXO39	ENSG00000177294
MS4A15	ENSG00000166961
LRRC66	ENSG00000188993
APOB	ENSG00000084674
PRB3	ENSG00000197870
IBSP	ENSG00000029559
KLRC1	ENSG00000134545
OPCML	ENSG00000183715
KCNB2	ENSG00000182674
SOHLH2	ENSG00000120669
KIF25	ENSG00000125337
CALML6	ENSG00000169885
ALPP	ENSG00000163283
PDE6G	ENSG00000185527
CBY3	ENSG00000204659
TCF15	ENSG00000125878
ROPN1B	ENSG00000114547
NRG3	ENSG00000185737
ASTN1	ENSG00000152092
AC233992.2	ENSG00000271698
TPTEP2-CSNK1E	ENSG00000283900
CABP7	ENSG00000100314
EPHA7	ENSG00000135333
AP000311.1	ENSG00000249209
TMEM178A	ENSG00000152154
SMKR1	ENSG00000240204
TARM1	ENSG00000248385
CNGB3	ENSG00000170289
MYO1A	ENSG00000166866
KDM4D	ENSG00000186280
HKDC1	ENSG00000156510
RAB40AL	ENSG00000102128
RAB39B	ENSG00000155961
LRRIQ3	ENSG00000162620
MFSD6L	ENSG00000185156
NMU	ENSG00000109255
MT1M	ENSG00000205364
APELA	ENSG00000248329
CELA2A	ENSG00000142615
C5orf58	ENSG00000234511
INSM1	ENSG00000173404
MROH9	ENSG00000117501
REP15	ENSG00000174236
C11orf16	ENSG00000176029
